S. No.,Emp ID,BU,Current Grade,Current Band Equivalence,Designation,Unique Job,Hay Score,Job Family/ Function mapping (as per finalised list) ,Sub Job Family,Department Group,Department,AA Emp. Code,Functional Emp. Code,Current CTC (in lakhs)
"1,096",AB1107,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB012,AB012,2.75
"1,097",AB1108,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB016,AB016,2.75
"1,098",AB1109,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB015,AB015,2.75
"1,101",AB1112,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB017,AB017,2.50
"1,102",AB1113,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB012,AB012,2.50
"1,103",AB1114,BU-B,M7,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB013,AB013,2.5
"1,104",AB1115,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB012,AB012,2.50
"1,105",AB1116,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB018,AB018,2.50
"1,106",AB1117,BU-B,M8,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB018,AB018,3.00
"1,122",AB1133,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,6.02
"1,123",AB1134,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1123,AB1123,5.60
"1,125",AB1136,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,6.19
"1,127",AB1138,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,4.01
"1,128",AB1139,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1123,AB1123,3.73
"1,129",AB1140,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1123,AB1123,4.3
"1,130",AB1141,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,5.97
"1,131",AB1142,BU-A,M7,L8,Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,10.09
"1,132",AB1143,BU-A,M7,L8,Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1123,AB1123,6.13
"1,133",AB1144,BU-A,M7,L8,Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,7.39
"1,134",AB1145,BU-A,M8,L8,Assistant Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1123,AB1123,6.79
"1,135",AB1146,BU-A,M8,L8,Assistant Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,5.31
"1,136",AB1147,BU-A,M7,L8,Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1123,AB1123,4.58
"1,137",AB1148,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1123,AB1123,3.34
"1,138",AB1149,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1123,AB1123,3.3
"1,139",AB1150,BU-A,M7,L8,Executive ,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,7.2
"1,140",AB1151,BU-A,M7,L8,Executive ,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,5.8
"1,141",AB1152,BU-A,M7,L8,Executive ,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1123,AB1123,6.1
"1,142",AB1153,BU-A,M7,L8,Executive ,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,6.3
"1,143",AB1154,BU-A,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,2.9
"1,144",AB1155,BU-A,M8,L8,Assistant Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1124,AB1124,3.9
"1,146",AB1157,BU-C,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1168,AB966,7.8
"1,147",AB1158,BU-C,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1168,AB966,5.8
"1,150",AB1161,BU-C,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1168,AB966,6.21
"1,154",AB1165,BU-C,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1168,AB966,4.97
"1,155",AB1166,BU-B,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1168,AB966,5.71
"1,156",AB1167,BU-C,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1168,AB966,5.35
"1,160",AB1171,BU-B,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1168,AB966,5.33
"1,161",AB1172,BU-B,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1168,AB966,4.80
"1,167",AB1178,BU-B,M8,L8,Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1174,AB1174,3.88
"1,169",AB1180,BU-B,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1174,AB1174,5.64
"1,170",AB1181,BU-B,M8,L8,Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1174,AB1174,4.14
"1,175",AB1186,BU-C,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1182,AB992,4.30
"1,176",AB1187,BU-C,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1182,AB992,4.51
"1,177",AB1188,BU-C,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1182,AB992,5.33
"1,178",AB1189,BU-C,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1182,AB992,4.96
"1,179",AB1190,BU-C,M8,L8,Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1182,AB992,2.96
"1,180",AB1191,BU-C,M8,L8,Officer,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1182,AB992,2.40
"1,190",AB1201,BU-B,M7,L8,Executive ,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1192,AB1192,2.70
"1,191",AB1202,BU-B,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1192,AB1192,3.29
"1,192",AB1203,BU-B,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1192,AB1192,5
"1,193",AB1204,BU-B,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1192,AB1192,4
"1,194",AB1205,BU-B,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Control,AB1192,AB1192,4
"1,195",AB1206,HO,M7,L8,Executive,Shift Officer - QA/QC ,211,QA/QC,QA/QC,QA/QC,Quality Assurance/ Quality Control,AB566,AB566,11
"1,211",AB1222,BU-A,M7,L8,Executive ,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1214,AB1214,8
"1,212",AB1223,BU-A,M7,L8,Officer,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1214,AB1214,6
"1,213",AB1224,BU-A,M7,L8,Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1214,AB1214,7
"1,214",AB1225,BU-A,M7,L8,Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1214,AB1214,3
"1,215",AB1226,BU-A,M7,L8,Executive ,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1214,AB1214,5.08
"1,216",AB1227,BU-A,M7,L8,Executive ,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1214,AB1214,4.24
"1,217",AB1228,BU-A,M7,L8,Officer,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1214,AB1214,3.2
"1,218",AB1229,BU-A,M8,L8,Assistant Officer,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,6.9
"1,219",AB1230,BU-A,M7,L8,Officer,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,6.4
"1,220",AB1231,BU-A,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,5.2
"1,221",AB1232,BU-A,M7,L8,Executive ,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,6.0
"1,222",AB1233,BU-A,M7,L8,Officer,Procurement Executive - BU-A,240,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB1239,AB1239,5.6
"1,223",AB1234,BU-A,M8,L8,Assistant Officer,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1211,AB1211,3.5
"1,226",AB1237,BU-A,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,3.7
"1,227",AB1238,BU-A,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,5.5
"1,229",AB1240,BU-A,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1214,AB1214,5.5
"1,230",AB1241,BU-A,M7,L8,Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1211,AB1211,7.1
"1,232",AB1243,BU-C,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1247,AB966,12.1
"1,233",AB1244,BU-C,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1247,AB966,7.6
"1,237",AB1248,BU-C,M7,L8,Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1247,AB966,8.6
"1,238",AB1249,BU-C,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1247,AB966,7.2
"1,239",AB1250,BU-C,M7,L8,Executive,Procurement Executive - BU-C,240,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB1247,AB966,6.7
"1,242",AB1253,BU-B,M7,L8,Executive,Procurement Executive - BU-B,240,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB975,AB1259,5.6
"1,247",AB1258,BU-C,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1254,AB992,3.8
"1,251",AB1262,BU-B,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Commercial,AB1259,AB1259,11.9
"1,252",AB1263,BU-B,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1259,AB1259,10.35
"1,253",AB1264,BU-B,M7,L8,Executive,Stores Executive ,228,Supply Chain Management,Stores,Supply Chain Management,Stores,AB1259,AB1259,8.4
"1,254",AB1265,BU-B,M7,L8,Executive-Purchase,Procurement Executive - BU-B,240,Supply Chain Management,Materials/ Strategic Sourcing,Supply Chain Management,Materials,AB1259,AB1259,5.6
"1,260",AB1271,HO,M7,L8,Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1277,AB1277,4.5
"1,269",AB1280,HO,M7,L8,Executive,Documentation Executive,235,Supply Chain Management,Documentation,Supply Chain Management,Commercial,AB1277,AB1277,6.8
"1,273",AB1284,HO,M7,L8,Executive,Environment Chemist,240,Innovation & Technology,Research & Development,Technology,Research & Development,AB411,AB411,4.7
"1,274",AB1285,HO,M7,L8,Executive,Synthesis Researcher- R&D,245,Innovation & Technology,Research & Development,Technology,Research & Development,AB353,AB353,4.6
"1,276",AB1287,HO,M7,L8,Executive,Environment Chemist,240,Innovation & Technology,Research & Development,Technology,Research & Development,AB411,AB411,3.3
"1,282",AB1293,BU-C,M7,L8,Executive,Logistics Executive,240,Supply Chain Management,Logistics,Supply Chain Management,Commercial,AB1247,AB1247,3.7
"1,284",AB1295,HO,M7,L8,Executive,Process Excellence- Executive,240,Operational Excellence,Sustainability & Excellence,Operational Excellence,Operational Excellence,AB572,AB572,3.3
"1,293",AB1304,BU-C,M8,L8,Officer,Shift Officer Engineering,195,Engineering,Civil Engineering,Engineering,Engineering,AB138,AB138,5.5
"1,295",AB1306,HO,M7,L8,Executive,Analytical Chemist,245,Innovation & Technology,Research & Development,Technology,Research & Development,AB360,AB360,3.0
"1,296",AB1307,HO,M7,L8,Executive,Piloting & Process Engineer -R&D,275,Innovation & Technology,Research & Development,Technology,Research & Development,AB357,AB357,3.3
"1,297",AB1308,HO,M7,L8,Executive,Project Coordinator- R&D,215,Innovation & Technology,Research & Development,Technology,Research & Development,AB338,AB338,4.5
"1,301",AB1312,BU-A,M7,L8,Executive,Mechanical Engineer,228,Engineering,Mechanical Engineering,Engineering,Engineering,AB046,AB046,6.0
"1,302",AB1313,BU-A,M7,L8,Executive,Shift Officer - Environment ,160,Operational Excellence,Environment,Environment ,Environment ,AB498,AB498,5.3
"1,303",AB1314,HO,M7,L8,Assistant Manager,Human Resource Executive,240,HR & Admin.,HR Operations & IR,HR & Admin.,HR & Admin.,AB409,AB409,13.8
"1,304",AB1315,BU-A,M7,L8,Executive,Security Officer ,194,HR & Admin.,Security & Administration,HR & Admin.,HR & Admin.,AB324,AB324,4.1
"1,305",AB1316,BU-A,M7,L8,Executive,Security Officer ,194,HR & Admin.,Security & Administration,HR & Admin.,HR & Admin.,AB324,AB324,4.0
"1,306",AB1317,BU-A,M7,L8,Executive,Security Officer ,194,HR & Admin.,Security & Administration,HR & Admin.,HR & Admin.,AB324,AB324,4.5
"1,307",AB1318,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB622,AB622,4.5
"1,308",AB1319,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB586,AB586,3.3
"1,309",AB1320,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB586,AB586,5
"1,310",AB1321,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB586,AB586,3
"1,311",AB1322,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB582,AB582,3
"1,312",AB1323,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB582,AB582,4
"1,313",AB1324,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB582,AB582,4
"1,314",AB1325,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB020,AB020,4
"1,315",AB1326,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB020,AB020,4
"1,316",AB1327,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB020,AB020,3
"1,317",AB1328,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB021,AB021,4
"1,318",AB1329,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB021,AB021,4
"1,319",AB1330,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB021,AB021,4
"1,320",AB1331,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB021,AB021,3
"1,321",AB1332,BU-A,M7,L8,Executive,Executive- Safety & Health,240,Operational Excellence,Safety & Health,Safety and Health,Safety and Health,AB521,AB521,8
"1,323",AB1334,BU-A,M7,L8,Executive,Security Officer ,194,HR & Admin.,Security & Administration,HR & Admin.,HR & Admin.,AB324,AB324,4
"1,324",AB1335,BU-B,M7,L8,Executive,Field Officer,195,Operations,Operations,Production,Production,AB013,AB013,5
